Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,code saison,code avion,Livraison,Approche emballage ,Préparation,DQR,Score unique EF,Changement climatique,Appauvrissement de la couche d'ozone,Rayonnements ionisants,Formation photochimique d'ozone,Particules fines,Effets toxicologiques sur la santé humaine : substances non-cancérogènes,Effets toxicologiques sur la santé humaine : substances cancérogènes,Acidification terrestre et eaux douces,Eutrophisation eaux douces,Eutrophisation marine,Eutrophisation terrestre,Écotoxicité pour écosystèmes aquatiques d'eau douce,Utilisation du sol,Épuisement des ressources eau,Épuisement des ressources énergétiques,Épuisement des ressources minéraux,Changement climatique - émissions biogéniques,Changement climatique - émissions fossiles,Changement climatique - émissions liées au changement d'affectation des sols,Sous-sous-groupe d'aliment,Energie (kcal/100 g),Protéines (g/100 g),Glucides (g/100 g),Lipides (g/100 g),Fibres alimentaires (g/100 g)
26146,"viandes, œufs, poissons",poissons crus,"Vivaneau, cru",2,0,Glacé,PACK PROXY,Pas de préparation,3.08,0.845,4.69,1.58e-06,0.261,0.0689,7.28e-07,9.88e-08,3.42e-09,0.0939,0.000788,0.0227,0.244,34.1,11.9,0.483,64.1,0.000167,0.00535,4.65,0.0391,-,94.1,20.5,,1.34,0.0
27030,"viandes, œufs, poissons",poissons cuits,"Bar commun ou loup, rôti/cuit au four",2,0,Glacé,PACK PROXY,Four,3.09,2.33,15.2,1.77e-06,2.38,0.0748,8.75e-07,3.23e-07,5.2e-09,0.0796,0.00116,0.67,0.285,164.0,228.0,3.33,225.0,2.46e-05,0.146,14.0,1.02,-,147.0,22.2,,6.51,0.0
26025,"viandes, œufs, poissons",poissons cuits,"Cabillaud, cuit à la vapeur",2,0,Glacé,PACK PROXY,Four,3.09,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,106.0,24.5,,0.95,0.0
26023,"viandes, œufs, poissons",poissons cuits,"Cabillaud, rôti/cuit au four",2,0,Glacé,PACK PROXY,Four,3.09,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,94.6,22.3,,0.6,0.0
27004,"viandes, œufs, poissons",poissons cuits,"Carpe, rôtie/cuite au four",2,0,Glacé,PACK PROXY,Four,3.18,1.69,7.62,5.02e-07,2.78,0.0339,4.13e-07,8.82e-08,4.07e-09,0.046,0.0259,0.123,0.159,143.0,136.0,44.7,133.0,3e-05,0.0471,6.7,0.873,-,151.0,21.6,,7.17,0.0
26003,"viandes, œufs, poissons",poissons cuits,"Carrelet ou plie, cuit à la vapeur",2,0,Glacé,PACK PROXY,Four,3.09,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,93.0,19.0,,1.89,0.0
26222,"viandes, œufs, poissons",poissons cuits,"Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four",2,0,Glacé,PACK PROXY,Four,3.08,1.58,9.22,2.49e-07,0.88,0.155,1.62e-06,1.57e-07,6.08e-09,0.209,0.000738,0.0517,0.556,68.1,20.4,0.998,137.0,0.000177,0.0208,9.18,0.0213,-,121.0,22.9,,3.3,0.0
26008,"viandes, œufs, poissons",poissons cuits,"Églefin, cuit à la vapeur",2,0,Glacé,PACK PROXY,Four,2.97,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,89.0,20.9,,0.6,0.0
26126,"viandes, œufs, poissons",poissons cuits,"Églefin, grillé/poêlé",2,0,Glacé,PACK PROXY,Poêle,2.97,2.39,14.8,3.74e-07,0.494,0.291,3.02e-06,6.76e-08,9e-09,0.391,0.000634,0.0967,1.05,85.7,27.1,0.69,200.0,3.72e-05,0.0206,14.8,0.0166,-,84.9,20.0,,0.55,0.0
26093,"viandes, œufs, poissons",poissons cuits,"Espadon, rôti/cuit au four",2,0,Glacé,PACK PROXY,Four,3.05,1.02,5.82,1.61e-07,0.872,0.0845,8.97e-07,1.22e-07,4.25e-09,0.115,0.00102,0.0279,0.299,42.7,19.0,0.724,91.3,0.000166,0.0215,5.75,0.0493,-,266.0,28.7,,16.9,0.0
26247,"viandes, œufs, poissons",poissons cuits,"Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur",2,0,Glacé,PACK PROXY,Four,3.35,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,173.0,17.3,,11.6,0.0
26090,"viandes, œufs, poissons",poissons cuits,Haddock (fumé) ou églefin fumé,2,0,Glacé,PACK PROXY,Pas de préparation,2.95,1.94,12.0,3.02e-07,0.255,0.238,2.47e-06,5.36e-08,7.29e-09,0.32,0.0005,0.079,0.858,69.5,19.3,0.55,160.0,2.92e-05,0.0165,12.0,0.0105,-,97.0,22.6,0.0,0.73,0.0
26232,"viandes, œufs, poissons",poissons cuits,"Hareng fumé, à l'huile (version ""logiciel"" - avec erreur sur l'emballage)",2,0,Glacé,PACK PROXY,Pas de préparation,2.89,0.323,2.67,1.45e-07,0.181,0.0323,3.31e-07,1.55e-08,1.21e-09,0.0409,0.000203,0.0105,0.112,15.0,10.4,0.293,37.7,8.43e-06,0.0165,2.65,0.00431,-,168.0,15.1,2.0,11.0,0.0
26013,"viandes, œufs, poissons",poissons cuits,"Hareng fumé, au naturel  (version ""logiciel"" - avec erreur sur l'emballage)",2,0,Glacé,PACK PROXY,Pas de préparation,2.89,0.323,2.67,1.45e-07,0.181,0.0323,3.31e-07,1.55e-08,1.21e-09,0.0409,0.000203,0.0105,0.112,15.0,10.4,0.293,37.7,8.43e-06,0.0165,2.65,0.00431,-,173.0,16.5,0.5,11.7,0.0
25998,"viandes, œufs, poissons",poissons cuits,"Hareng fumé, filet, doux  (version ""logiciel"" - avec erreur sur l'emballage)",2,0,Glacé,PACK PROXY,Pas de préparation,2.89,0.323,2.67,1.45e-07,0.181,0.0323,3.31e-07,1.55e-08,1.21e-09,0.0409,0.000203,0.0105,0.112,15.0,10.4,0.293,37.7,8.43e-06,0.0165,2.65,0.00431,-,162.0,18.1,0.0,9.9,
26012,"viandes, œufs, poissons",poissons cuits,"Hareng, frit",2,0,Glacé,PACK PROXY,Poêle,2.92,0.413,3.4,1.83e-07,0.404,0.0398,4.08e-07,2.11e-08,1.58e-09,0.0504,0.000272,0.0131,0.138,19.2,16.3,0.376,51.4,1.18e-05,0.0206,3.37,0.00899,-,201.0,23.0,,12.1,0.0
26014,"viandes, œufs, poissons",poissons cuits,"Hareng, grillé/poêlé",2,0,Glacé,PACK PROXY,Poêle,2.92,0.413,3.4,1.83e-07,0.404,0.0398,4.08e-07,2.11e-08,1.58e-09,0.0504,0.000272,0.0131,0.138,19.2,16.3,0.376,51.4,1.18e-05,0.0206,3.37,0.00899,-,189.0,21.6,,11.4,0.0
26234,"viandes, œufs, poissons",poissons cuits,"Julienne ou Lingue, cuite",2,0,Glacé,PACK PROXY,Four,3.09,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,105.0,24.5,,0.82,0.0
26015,"viandes, œufs, poissons",poissons cuits,"Lieu noir, cuit",2,0,Glacé,PACK PROXY,Four,2.96,1.61,10.2,3.91e-07,0.872,0.188,1.95e-06,5.23e-08,5.71e-09,0.251,0.000511,0.0624,0.676,59.1,19.9,0.555,147.0,3.89e-05,0.0198,10.2,0.00533,-,99.7,23.1,,0.81,0.0
26152,"viandes, œufs, poissons",poissons cuits,"Lieu ou colin d'Alaska, fumé",2,0,Glacé,PACK PROXY,Pas de préparation,3.24,1.94,12.0,3.02e-07,0.255,0.238,2.47e-06,5.36e-08,7.29e-09,0.32,0.0005,0.079,0.858,69.5,19.3,0.55,160.0,2.92e-05,0.0165,12.0,0.0105,-,81.3,18.3,0.0,0.9,0.0
26017,"viandes, œufs, poissons",poissons cuits,"Limande-sole, cuite à la vapeur",2,0,Glacé,PACK PROXY,Four,3.09,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,90.1,17.4,,2.27,0.0
26081,"viandes, œufs, poissons",poissons cuits,"Lotte ou baudroie, grillée/poêlée",2,0,Glacé,PACK PROXY,Four,3.22,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,98.2,23.0,,0.68,0.0
26020,"viandes, œufs, poissons",poissons cuits,"Maquereau, frit",2,0,Glacé,PACK PROXY,Poêle,2.92,0.403,3.33,1.86e-07,0.403,0.0386,3.96e-07,2.07e-08,1.54e-09,0.0489,0.000268,0.0127,0.134,18.7,16.1,0.373,50.4,1.16e-05,0.0205,3.3,0.00897,-,186.0,23.6,,10.2,0.0
26087,"viandes, œufs, poissons",poissons cuits,"Maquereau, fumé",2,0,Glacé,PACK PROXY,Pas de préparation,2.89,0.315,2.61,1.48e-07,0.18,0.0313,3.22e-07,1.52e-08,1.18e-09,0.0397,0.0002,0.0102,0.109,14.6,10.2,0.291,36.8,8.3e-06,0.0165,2.59,0.00429,-,294.0,18.8,0.0,24.3,0.0
26019,"viandes, œufs, poissons",poissons cuits,"Maquereau, rôti/cuit au four",2,0,Glacé,PACK PROXY,Four,2.92,0.422,3.29,1.84e-07,0.821,0.0386,3.99e-07,2.36e-08,1.55e-09,0.0492,0.000286,0.0126,0.134,18.7,13.2,0.392,58.3,1.47e-05,0.0205,3.27,0.00531,-,228.0,21.5,,15.8,0.0
26022,"viandes, œufs, poissons",poissons cuits,"Merlan, cuit à la vapeur",2,0,Glacé,PACK PROXY,Four,2.97,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,98.3,23.0,,0.7,0.0
26021,"viandes, œufs, poissons",poissons cuits,"Merlan, frit",2,0,Glacé,PACK PROXY,Poêle,2.97,2.39,14.8,3.74e-07,0.494,0.291,3.02e-06,6.76e-08,9e-09,0.391,0.000634,0.0967,1.05,85.7,27.1,0.69,200.0,3.72e-05,0.0206,14.8,0.0166,-,125.0,23.1,,3.61,0.0
26120,"viandes, œufs, poissons",poissons cuits,"Merlu, cuit à l'étouffée",2,0,Glacé,PACK PROXY,Four,3.19,1.47,9.36,3.58e-07,0.865,0.171,1.77e-06,4.85e-08,5.22e-09,0.228,0.000479,0.0567,0.614,54.0,18.8,0.532,136.0,3.6e-05,0.0197,9.34,0.00502,-,112.0,21.2,,3.0,0.0
26024,"viandes, œufs, poissons",poissons cuits,"Morue, salée, bouillie/cuite à l'eau",2,0,Glacé,PACK PROXY,Four,3.09,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,113.0,26.0,,1.01,0.0
26026,"viandes, œufs, poissons",poissons cuits,"Mulet, rôti/cuit au four",2,0,Glacé,PACK PROXY,Four,3.09,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,143.0,24.8,,4.86,0.0
27018,"viandes, œufs, poissons",poissons cuits,"Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit",2,0,Glacé,PACK PROXY,Four,3.57,5.49,18.1,2.18e-07,2.3,0.0558,7.93e-07,1.55e-07,5.51e-09,0.0884,0.032,0.0377,0.232,289.0,267.0,481.0,197.0,3.63e-05,1.05,14.8,2.25,-,79.0,17.5,,1.0,0.0
27005,"viandes, œufs, poissons",poissons cuits,"Perche, rôtie/cuite au four",2,0,Glacé,PACK PROXY,Four,3.19,3.84,6.68,5.64e-07,2.62,0.0321,4.29e-07,6.83e-08,3.07e-09,0.0423,0.0291,0.115,0.147,173.0,133.0,335.0,127.0,2.91e-05,0.0483,6.38,0.254,-,119.0,22.1,,3.42,0.0
26073,"viandes, œufs, poissons",poissons cuits,"Raie, cuite au court-bouillon",2,0,Glacé,PACK PROXY,Four,3.09,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,97.8,23.2,,0.57,0.0
26031,"viandes, œufs, poissons",poissons cuits,"Raie, rôtie/cuite au four",2,0,Glacé,PACK PROXY,Four,3.09,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,96.3,23.0,,0.5,0.0
26148,"viandes, œufs, poissons",poissons cuits,"Rascasse, cuite à la vapeur",2,0,Glacé,PACK PROXY,Four,3.22,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,126.0,24.6,,3.1,0.0
26033,"viandes, œufs, poissons",poissons cuits,"Roussette ou petite roussette ou saumonette, cuite",2,0,Glacé,PACK PROXY,Four,3.09,2.41,14.8,3.72e-07,0.912,0.291,3.02e-06,7.06e-08,9.01e-09,0.391,0.000652,0.0966,1.05,85.7,24.2,0.709,208.0,4.03e-05,0.0206,14.8,0.0129,-,256.0,25.4,,17.2,0.0
26136,"viandes, œufs, poissons",poissons cuits,"Sardine, grillée",2,0,Glacé,PACK PROXY,Four,2.9,0.36,2.87,1.04e-07,0.818,0.0301,3.09e-07,2.53e-08,1.34e-09,0.0373,0.000279,0.00975,0.103,17.1,12.7,0.395,53.8,1.83e-05,0.0188,2.85,0.00617,-,194.0,25.1,,10.4,0.0
26037,"viandes, œufs, poissons",poissons cuits,"Saumon fumé   (version ""logiciel"" - avec erreur sur l'emballage)",2,0,Glacé,PACK PROXY,Réfrigéré chez le consommateur,2.77,0.97,7.36,4.78e-07,2.15,0.0359,4.95e-07,1.26e-07,6.89e-09,0.0567,0.00171,0.0958,0.22,136.0,300.0,1.56,113.0,6.75e-05,0.0567,6.28,1.02,-,178.0,22.0,0.91,9.49,
26217,"viandes, œufs, poissons",poissons cuits,"Saumon, bouilli/cuit à l'eau, élevage",2,0,Glacé,PACK PROXY,Cuisson à l'eau,2.79,0.879,7.01,4.51e-07,1.21,0.0335,4.59e-07,1.17e-07,6.34e-09,0.0525,0.00158,0.0883,0.204,125.0,279.0,1.48,92.0,6.34e-05,0.0515,6.02,0.943,-,193.0,25.0,,10.3,0.0
26038,"viandes, œufs, poissons",poissons cuits,"Saumon, cuit à la vapeur",2,0,Glacé,PACK PROXY,Four,2.59,0.893,6.87,4.45e-07,1.62,0.0334,4.62e-07,1.2e-07,6.37e-09,0.0528,0.0016,0.0884,0.204,125.0,279.0,1.5,98.2,6.63e-05,0.0517,5.88,0.943,-,195.0,23.0,,11.5,0.0
26211,"viandes, œufs, poissons",poissons cuits,"Saumon, cuit au micro-ondes, élevage",2,0,Glacé,PACK PROXY,Micro-onde ,2.59,0.86,6.79,4.41e-07,1.08,0.0331,4.56e-07,1.15e-07,6.26e-09,0.0522,0.00156,0.0882,0.203,125.0,278.0,1.47,86.3,6.22e-05,0.0514,5.79,0.943,-,200.0,24.2,,11.4,0.0
26230,"viandes, œufs, poissons",poissons cuits,"Saumon, élevage, rôti/cuit au four",2,0,Glacé,PACK PROXY,Four,2.59,0.893,6.87,4.45e-07,1.62,0.0334,4.62e-07,1.2e-07,6.37e-09,0.0528,0.0016,0.0884,0.204,125.0,279.0,1.5,98.2,6.63e-05,0.0517,5.88,0.943,-,210.0,22.1,,13.5,0.0
26229,"viandes, œufs, poissons",poissons cuits,"Saumon, grillé/poêlé",2,0,Glacé,PACK PROXY,Poêle,2.59,0.874,6.91,4.46e-07,1.2,0.0334,4.59e-07,1.17e-07,6.36e-09,0.0525,0.00158,0.0885,0.204,125.0,282.0,1.48,90.3,6.32e-05,0.0518,5.91,0.946,-,223.0,25.5,,13.5,0.0
26061,"viandes, œufs, poissons",poissons cuits,"Sole, bouillie/cuite à l'eau",2,0,Glacé,PACK PROXY,Four,3.08,1.58,9.22,2.49e-07,0.88,0.155,1.62e-06,1.57e-07,6.08e-09,0.209,0.000738,0.0517,0.556,68.1,20.4,0.998,137.0,0.000177,0.0208,9.18,0.0213,-,69.0,15.0,,1.0,0.0
26059,"viandes, œufs, poissons",poissons cuits,"Sole, cuite à la vapeur",2,0,Glacé,PACK PROXY,Four,3.08,1.58,9.22,2.49e-07,0.88,0.155,1.62e-06,1.57e-07,6.08e-09,0.209,0.000738,0.0517,0.556,68.1,20.4,0.998,137.0,0.000177,0.0208,9.18,0.0213,-,94.6,20.3,,1.48,0.0
26062,"viandes, œufs, poissons",poissons cuits,"Sole, frite",2,0,Glacé,PACK PROXY,Poêle,3.08,1.56,9.25,2.5e-07,0.462,0.155,1.62e-06,1.54e-07,6.07e-09,0.209,0.000721,0.0518,0.556,68.1,23.4,0.979,129.0,0.000174,0.0209,9.21,0.025,-,72.2,15.8,,1.0,0.0
26248,"viandes, œufs, poissons",poissons cuits,"Sole, poêlée",2,0,Glacé,PACK PROXY,Four,3.08,1.58,9.22,2.49e-07,0.88,0.155,1.62e-06,1.57e-07,6.08e-09,0.209,0.000738,0.0517,0.556,68.1,20.4,0.998,137.0,0.000177,0.0208,9.18,0.0213,-,96.7,23.6,,,0.0
26060,"viandes, œufs, poissons",poissons cuits,"Sole, rôtie/cuite au four",2,0,Glacé,PACK PROXY,Pas de préparation,2.73,1.27,7.48,2.01e-07,0.28,0.127,1.32e-06,1.25e-07,4.89e-09,0.171,0.000575,0.0422,0.454,55.1,16.3,0.791,102.0,0.000142,0.0168,7.44,0.0174,-,78.2,15.7,,1.69,0.0
26041,"viandes, œufs, poissons",poissons cuits,"Thon, rôti/cuit au four",2,0,Glacé,PACK PROXY,Four,2.96,0.952,6.17,1.64e-07,0.851,0.106,1.1e-06,3.97e-08,3.42e-09,0.141,0.000394,0.035,0.378,36.0,14.9,0.517,96.4,2.83e-05,0.0194,6.15,0.00403,-,136.0,29.9,,1.83,0.0
27015,"viandes, œufs, poissons",poissons cuits,"Truite arc en ciel, élevage, cuite à la vapeur",2,0,Glacé,PACK PROXY,Four,2.97,1.69,7.62,5.02e-07,2.78,0.0339,4.13e-07,8.82e-08,4.07e-09,0.046,0.0259,0.123,0.159,143.0,136.0,44.7,133.0,3e-05,0.0471,6.7,0.873,-,117.0,20.0,,4.14,0.0
27014,"viandes, œufs, poissons",poissons cuits,"Truite arc en ciel, élevage, rôtie/cuite au four",2,0,Glacé,PACK PROXY,Four,2.97,1.69,7.62,5.02e-07,2.78,0.0339,4.13e-07,8.82e-08,4.07e-09,0.046,0.0259,0.123,0.159,143.0,136.0,44.7,133.0,3e-05,0.0471,6.7,0.873,-,143.0,21.5,,6.33,0.0
27029,"viandes, œufs, poissons",poissons cuits,"Truite d'élevage, fumée   (version ""logiciel"" - avec erreur sur l'emballage)",2,0,Glacé,PACK PROXY,Pas de préparation,1.37,1.53,6.58,4.36e-07,3.39,0.0269,3.57e-07,7.77e-08,3.63e-09,0.0379,0.0234,0.111,0.131,127.0,121.0,40.4,134.0,2.53e-05,0.0415,5.75,0.789,-,180.0,23.4,0.69,9.27,0.0
27007,"viandes, œufs, poissons",poissons cuits,"Truite, cuite à la vapeur",2,0,Glacé,PACK PROXY,Four,2.97,1.55,7.03,4.59e-07,2.6,0.0311,3.8e-07,8.13e-08,3.74e-09,0.0421,0.0236,0.112,0.145,130.0,125.0,40.7,124.0,2.81e-05,0.0445,6.19,0.795,-,99.4,19.0,,2.6,0.0
27006,"viandes, œufs, poissons",poissons cuits,"Truite, rôtie/cuite au four",2,0,Glacé,PACK PROXY,Four,2.97,1.55,7.03,4.59e-07,2.6,0.0311,3.8e-07,8.13e-08,3.74e-09,0.0421,0.0236,0.112,0.145,130.0,125.0,40.7,124.0,2.81e-05,0.0445,6.19,0.795,-,183.0,26.6,,8.47,0.0
26094,"viandes, œufs, poissons",poissons cuits,"Turbot, rôti/cuit au four",2,0,Glacé,PACK PROXY,Four,3.09,2.33,15.2,1.77e-06,2.38,0.0748,8.75e-07,3.23e-07,5.2e-09,0.0796,0.00116,0.67,0.285,164.0,228.0,3.33,225.0,2.46e-05,0.146,14.0,1.02,-,118.0,21.3,,3.64,0.0
26147,"viandes, œufs, poissons",poissons cuits,"Vivaneau, cuit",2,0,Glacé,PACK PROXY,Four,3.13,1.02,5.82,1.61e-07,0.872,0.0845,8.97e-07,1.22e-07,4.25e-09,0.115,0.00102,0.0279,0.299,42.7,19.0,0.724,91.3,0.000166,0.0215,5.75,0.0493,-,121.0,26.3,,1.72,0.0
25433,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Accra de poisson,2,0,Glacé,PACK PROXY,Four,2.96,0.973,5.92,1.89e-06,1.23,0.0961,1.04e-06,4.3e-08,3.78e-09,0.134,0.000413,0.0357,0.372,41.7,56.3,0.67,97.1,6.18e-05,0.0946,5.76,0.0718,-,275.0,12.4,15.1,17.6,3.0
26177,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Anchois au sel (anchoité, semi-conserve)",2,0,Glacé,PACK PROXY,Pas de préparation,2.73,0.374,2.6,1.81e-06,0.222,0.0297,3.05e-07,2.39e-08,1.26e-09,0.0376,0.000223,0.00961,0.103,15.2,8.47,0.255,38.0,6.12e-05,0.0033,2.6,0.00231,-,128.0,25.0,0.0,3.1,0.0
26187,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Anchois commun, mariné",2,0,Glacé,PACK AGB,Pas de préparation,2.55,0.276,2.24,6.83e-08,0.668,0.017,1.92e-07,2.94e-08,1.86e-09,0.0226,0.000403,0.00896,0.0656,20.8,70.1,0.413,42.0,1.73e-05,0.0146,2.15,0.0686,-,136.0,23.9,2.7,3.26,0.0
26000,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Anchois, filets à l'huile, semi-conserve, égoutté",2,0,Glacé,PACK AGB,Pas de préparation,2.24,0.844,9.62,4.94e-07,0.466,0.0496,5.95e-07,9.55e-08,5.06e-09,0.0733,0.00126,0.0252,0.201,77.7,214.0,3.48,82.9,3.29e-05,1.95,7.7,-0.036,-,182.0,26.4,,8.45,
25999,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Anchois, filets roulés aux câpres, semi-conserve, égoutté",2,0,Glacé,PACK AGB,Pas de préparation,2.39,0.35,2.81,1.02e-07,0.882,0.0196,2.54e-07,5.78e-08,4.42e-09,0.0274,0.000932,0.00974,0.0714,25.6,76.7,0.463,48.8,2.35e-05,0.0352,2.69,0.0859,-,198.0,24.8,1.48,10.3,
10023,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Beignet de crevette,2,0,Glacé,PACK AGB,Four,3.34,1.59,9.61,2.33e-06,1.88,0.0363,6.24e-07,1.37e-07,8.77e-09,0.0616,0.00413,0.0555,0.173,160.0,152.0,74.6,132.0,6.68e-05,0.145,8.97,0.502,-,222.0,6.5,26.0,10.0,1.0
10002,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Calmar ou Calamar ou encornet, à la romaine (beignet)",2,0,Glacé,PACK PROXY,Pas de préparation,3.0,0.983,6.03,1.89e-06,0.247,0.111,1.15e-06,3.14e-08,3.55e-09,0.148,0.000288,0.0367,0.398,33.7,8.86,0.32,82.5,5.72e-05,0.00419,6.02,0.00451,-,252.0,8.69,21.2,14.4,1.66
25537,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Carpaccio de saumon avec marinade,2,0,Glacé,PACK AGB,Pas de préparation,2.53,0.763,6.11,5.81e-07,0.953,0.0293,4.08e-07,9.95e-08,5.49e-09,0.045,0.00147,0.0739,0.173,106.0,250.0,1.42,78.0,5.81e-05,0.0854,5.24,0.785,-,194.0,19.8,0.22,12.7,0.0
26002,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Carrelet ou plie, pané, frit",2,0,Glacé,PACK PROXY,Poêle,3.06,2.45,14.9,2.48e-06,0.482,0.291,3.02e-06,7.17e-08,9.08e-09,0.391,0.00063,0.0967,1.05,85.7,23.5,0.616,201.0,8.76e-05,0.00604,14.9,0.0151,-,242.0,13.4,8.86,16.8,1.0
10042,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Escargot en sauce au beurre persillé, cuit",2,0,Congelé,PACK PROXY,Four,1.62,0.534,5.03,6.8e-08,1.93,0.0108,3.89e-07,6.91e-08,2.51e-09,0.0535,0.000738,0.016,0.223,55.0,208.0,0.773,59.4,1.89e-05,2.4,2.26,0.363,-,277.0,12.9,2.26,23.7,1.69
26010,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Hareng mariné ou rollmops,2,0,Glacé,PACK PROXY,Pas de préparation,2.74,0.382,2.78,1.87e-06,0.223,0.0326,3.33e-07,1.93e-08,1.28e-09,0.0414,0.000203,0.0105,0.113,15.1,7.5,0.237,39.4,5.01e-05,0.00458,2.77,0.00314,-,211.0,13.7,8.0,13.8,0.0
26016,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Limande-sole, panée, frite",2,0,Glacé,PACK PROXY,Poêle,3.06,2.45,14.9,2.48e-06,0.482,0.291,3.02e-06,7.17e-08,9.08e-09,0.391,0.00063,0.0967,1.05,85.7,23.5,0.616,201.0,8.76e-05,0.00604,14.9,0.0151,-,206.0,16.7,11.9,10.2,0.0
26123,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Maquereau, au naturel, appertisé, égoutté",2,0,Ambiant (long),PACK AGB,Pas de préparation,2.83,0.545,4.55,2.35e-07,0.578,0.0469,5.16e-07,5.5e-08,4.55e-09,0.0613,0.000921,0.0153,0.158,27.3,19.3,0.459,67.2,2.01e-05,0.0261,4.49,0.0273,-,189.0,21.6,0.0,11.4,0.0
26097,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Maquereau, filet au vin blanc, appertisé, égoutté",2,0,Ambiant (long),PACK AGB,Pas de préparation,1.13,0.518,4.54,1.78e-07,1.3,0.0349,4.36e-07,6.97e-08,4.93e-09,0.0462,0.000898,0.0117,0.114,29.7,34.3,0.572,81.5,1.86e-05,0.0149,4.5,0.026,-,207.0,17.8,2.25,14.1,0.0
26096,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Maquereau, filet sauce moutarde, appertisé, égoutté",2,0,Ambiant (long),PACK AGB,Pas de préparation,2.83,0.545,4.55,2.35e-07,0.578,0.0469,5.16e-07,5.5e-08,4.55e-09,0.0613,0.000921,0.0153,0.158,27.3,19.3,0.459,67.2,2.01e-05,0.0261,4.49,0.0273,-,217.0,20.8,1.09,14.2,0.58
